filtered_lyrics,primary_genre
Twinkle lights on the ceilingBaby you make me feel things that I ve never felt beforeTen fingers tangledSaid I look like an angel as we re lying on the floorClose your eyes for a momentDo you feel like you re floating On a little private shoreOne million reasons why you won t find me leaving Cause I ve never wanted more Honey honey honey honey honeymoonWe be doing things that honey honey honey honeys doBuild a field of flowers just to waste the hoursRun away with youOn a honeymoon on a honey honeymoon Post Chorus Picnic made for twoAnd we could and we couldBuild a field of flowers just to waste the hoursRun away with youOn a honeymoon on a honey honeymoon Sweet like Hi Chew and I Got a sweet tooth so I Blame it on you mmI know you re good for me yuh Don t want it sugar free no I love you endlesslyAnd I don t wanna leave thisLife that we re makin And the future we re shapingThere s so much that s left in storeOne million reasons why you won t find me leavingCause I ve never wanted more,Pop
One two P MIt s P M I m still asleepI wanna wake up but I m too weakTo face the day I m too afraid Breakfast ain t breakfast no moreFeel like I m on vacay when I m at the storeMy socks feel neglected haven t touched the doorI can t recall what it s like beforeIt s always just eighteen degreesThe AC might break and I drink too much teaWish I had a boyfriend I guess it s just meDaydreaming constantly Yeah I wanna say that I m okayBut I don t know if that s the way to beWhen in reality It s P M I m still asleepI wanna wake up but I m too weakTo face the day I m too afraidDon t wanna feel sad and just repeatTh times I ve had feels incomplet Wanna escape but I m too afraid Post Chorus One two P MOne two P M I join too many calls at nightMy screen is too bright and we all are too quietBut still I keep waitin for that Zoom inviteOnly feel alive when I m online Yeah I wanna say that I m okayBut I don t know if that s the way to be To be to be to be When in reality,Pop
Slept through my alarm looked at my phone I m kinda lateNow my schedule s all messed up I didn t even start my dayBut I had a dream that I flew up to the sky and it was pretty greatI guess it s worth it pretty worth itCaught my sleeve goin out the door messed up my favorite sweaterMy reflection caught my eye now it looks even betterThen I lost my keys and I had a reason to say Hi to my cute new neighbourI guess it s worth it really worth it Cause it brought me straight to youAnd it s like I always knewThat the littlest things I would never doIt would bring me straight to you straight to you straight to you Post Chorus Straight to youStraight to Walked into work and who do I see A familiar stranger starin at meWhat are the chances I d run into you I guess love really comes out the blueNever really thought love would come from an accident but I m not mad at itI guess it s worth it you re so worth it Cause it brought me straight to youAnd it s like I always knewThat the littlest things I would never doIt would bring me straight to you straight to you straight to you Post Chorus Straight to you Yeah yeah Straight to you Oh Straight to you Yeah yeah oh Straight to It brought me straight to you it brought me straight to youIt brought me straight to you it brought me straight to you Straight to you It brought me straight to you it brought me straight to you Oh It brought me straight to you it brought me straight to you To you ,Pop
And I knew that the ending had startedI knew I was losing a friendNow I know how it feels to be part of the broken heartedCan t forget but we re tryingMy room feels cold in the morningThere s an empty space in my headIt s getting hard not to reach for the things that I m used to holdingI know one place to find it All I need is a bit of your touchBut just a little is a little too muchI wanna believe in me without usAll I need is a bit of yourAll I need is a bit of your touchBut just a little is a little too muchI wanna believe there s a me without usHow can I breathe without feeling your touch I don t wanna be part of your storyI don t wanna try to pretendNow I know how it feels to be part of the broken heartedCan t forget but I m trying All I need is a bit of your touchBut just a little is a little too muchI wanna believe in me without usAll I need is a bit of yourAll I need is a bit of your touchBut just a little is a little too muchI wanna believe there s a me without usHow can I breathe without feeling your touch Post Chorus Ooh ooh ooh ooh ooh ooh ooh I wanna believe it Ooh ooh ooh ooh ooh ooh ooh I wanna believe it Ooh ooh ooh ooh ooh ooh ooh I wanna believe it Ooh ooh ooh ooh ooh ooh ooh My room feels cold in the morningThere s an empty space in my bed,Pop
Ooh ooh ooh ooh ooh ooh oohYeah Stuck inside this houseWondered how d we get hereWe were supposed to be so far awayAnd I kinda miss the crowdsHold your hand to get throughAll I wanna do replay the days Pre Chorus Fly to Bali stay on the lowCherry blossoms in TokyoAnywhere that you are is where I wanna beStraight to Toronto playin in the snowGo to New York takin photos Cause anywhere that you are is where I wanna be So stay where you areDon t need to go out Cause I just wanna see you IRLDon t wanna go farNo train or plane or carAs long as I can see you IRL,Pop
How could I ever fall in love again How could I ever find another friend Like you like youIf things were different i d be innocentCause I would see this to the bitter endWith you with you I wonder if you found outI wonder if I made a soundCause if I told you lights outWould you want me to turn back aroundIf I told you stay hereAnd let you feel let you fearWould your doubts disappearCause I used to Count on youTo tell the truthI thought you knewI d risk it all for me and youSo can we slow downLike how we used to How could I ever fall in lov again Love again How could I ever find anoth r friend Another friend Like you like youIf things were different i d be innocentCause I would see this to the bitter endWith you with you Please don t ever cut ties Cut ties Please don t over analyzeCause if you look in my eyesYou would finally understand why I Count on youTo tell the truthI thought you knewI d risk it all for me and youSo can we slow downLike how we used to,Pop
Supermarket browsing at midnightCoffee with the caramel sunriseSwaying in the kitchen to lofiKissing in the traffic at red lights Pre Chorus With every call summer to fallGone in a blink of an eyeSo I m trying to hold on to it allBut everything s flying by I just wanna make little lifetimes with youEvery day every nightAnd in everything we doOne more minute one more hourDaisy chain them all intoMy own little lifetime with you We can reminisce of our first dateLaughin like we r kids in our old ageMaybe for a moment w ll both waitMake another memory at your place Pre Chorus There might be a day where it all fades awayGone in a blink of an eyeSo I m trying to hold on to it allBut everything s flying by I just wanna make little lifetimes with you with you Every day every day every night every night And in everything we do everything we do One more minute one more hourDaisy chain them all intoMy own little lifetime with you,Pop
Blue when I walk out this roomHope the colour of the sky changes to blueAnd see the flowers bloom wish I could make it through Cause lately I ve been fadin I just wanna change thisI ve been needin savin stuck inside this rainWhen all I wanna do is get away Doo too doo too doo too doo too doo doo dooI m daydreaming I stay dreamingDoo too doo too doo too doo too doo doo dooI m daydreaming I stay dreamingDoo too doo too doo too doo too doo doo dooI wanna wake up cause I ve had enough of daydreaming but I stay dreamingDoo too doo too doo too doo too doo doo dooDoo too doo too doo too doo too doo doo dooDon t wanna be stuck cause I ve too much of daydreaming but I stay dreamingDoo too doo too doo too doo too doo doo doo Gray Gray ayy when all the seasons change my Winter still remainsAnd I know that they say that this won t last foreverBut I don t know how much of this I can w ather I m tired of all this waitin I just wanna change thisOh I just wanna chang thisI ve been needin savin stuck inside this rainWhen all I wanna do is get away Doo too doo too doo too doo too doo doo dooI m daydreaming I stay dreamingDoo too doo too doo too doo too doo doo dooI m daydreaming I stay dreamingDoo too doo too doo too doo too doo doo dooI wanna wake up cause I ve had enough of daydreaming but I stay dreamingDoo too doo too doo too doo too doo doo dooDoo too doo too doo too doo too doo doo dooDon t wanna be stuck cause I ve too much of daydreaming but I stay dreamingDoo too doo too doo too doo too doo doo doo Doo too doo too doo too doo too doo doo dooI m daydreaming I m done dreaming,Pop
ParanoiaLately everything been goin way too goodKeep on waitin for a storm yeah I wish it wouldBut it isn t comin Do I bore you Lately our time together been hittin differentEven though you listen I guess I m overthinkin This is so annoying These fights I don t wanna startDon t mean to tear us apartI wish I could take it back Cause my mind is goin tik tok tik tokSpendin hours in my head been a minute since I left my bedMind is goin tik tok tik tokI might need a second chance so that you could understandWhy my mind is goin tik tok Tik tok tik tok Tik tok Why my mind is goin tik tok Tik tok tik tok Tik tok Call me crazy cause lately I m gettin anxious when you callI ve been thinkin if I did something I did nothing at allToo many questions too little timeI m stuck in a prison committed no crime These fights I don t wanna startDon t mean to tear us apartI wish I could take it back Cause my mind is goin tik tok tik tokSpendin hours in my head been a minute since I left my bedMind is goin tik tok tik tokI might need a second chance so that you could understandWhy my mind is goin tik tok Tik tok tik tok Tik tok Why my mind is goin tik tok Tik tok tik tok Tik tok ,Pop
Ay ay Louis and Prada ChanelShe want it all I could tellBAPE on me I just feel like PharrellIn a whip and I bump MakavelBusiness calls in my cellI don t answer to a LI don t ring if it ain t cashAy ay ay ayShe said where you at I m in the stu bitchStanley Kubrick bitch I m shining in my movieYou a tourist we ain t fucking with your new shitIntroducing Warren you know who gon prove them wrong oh noOh no what a time to be alive this the life I really choseAnd my palette always goldChecklist all my goals in a weekGimme more gimme more yeah Pre Chorus I m the manFuck with me once I pop out they know I m in demand yeahRick on m I m wearing brands yeahShe wanna com to the lands dawg dawgI ve been lonely for a while my dawg I m focused on this side Tell her come bring all her friendsWe got a party in westI guess she think I m the manI m always winning againAll of my pieces from FranceI got addicted to bandsShe wanna make us to weI said I don t speak no French no No I said I don t speak no FrenchNo I said I don t speak no French yeahNo I said I don t speak no French yeah AyShe just want problems I told her I want none of thatWant none of thatTwin CS how you be stepping relaxCan t you relax I told my dawgs I m gonna make it that s factsNo matter the cost yeah yeahMagazine Vogue yeah yeahDo a champion pose yeah yeahLook figures tryna make that for my momma periods in high school turn to commasYoung and making breadHol up I ain t even started All these bitches star struckI don t wanna fall in love not right now Party on the westsideYou and IFeel alive for a momentFor a moment,Pop
Ay ay Louis and Prada ChanelShe want it all I could tellBAPE on me I just feel like PharrellIn a whip and I bump MakavelBusiness calls in my cellI don t answer to a LI don t ring if it ain t cashAy ay ay ayShe said where you at I m in the stu bitchStanley Kubrick bitch I m shining in my movieYou a tourist we ain t fucking with your new shitIntroducing Warren you know who gon prove them wrong oh noOh no what a time to be alive this the life I really choseAnd my palette always goldChecklist all my goals in a weekGimme more gimme more yeah Pre Chorus I m the manFuck with me once I pop out they know I m in demand yeahRick on m I m wearing brands yeahShe wanna com to the lands dawg dawgI ve been lonely for a while my dawg I m focused on this side Tell her come bring all her friendsWe got a party in westI guess she think I m the manI m always winning againAll of my pieces from FranceI got addicted to bandsShe wanna make us to weI said I don t speak no French no No I said I don t speak no FrenchNo I said I don t speak no French yeahNo I said I don t speak no French yeah AyShe just want problems I told her I want none of thatWant none of thatTwin CS how you be stepping relaxCan t you relax I told my dawgs I m gonna make it that s factsNo matter the cost yeah yeahMagazine Vogue yeah yeahDo a champion pose yeah yeahLook figures tryna make that for my momma periods in high school turn to commasYoung and making breadHol up I ain t even started All these bitches star struckI don t wanna fall in love not right now Party on the westsideYou and IFeel alive for a momentFor a moment,Pop
Who on my dick Get off itThis dick ain t free like K Dot saidOh shit I m Warren hello missOh shit want foreign cars and minksY all tryna eat off my bread huh Fuck boy better know get your bread up huhY all pissed cause I m here right nowAw shit your bitch is here right now ayyWho on my dick Don t play oftenPardon yellow only getting startedWeak fuck don t talk to me get to punchingFunction trash lemme get a drink or somethingLiquor liquor in my system huhVision vision I be on some new shit new whips buy two of themOn a cruise ship ooh bitch Fuck the lights I wanna see your eyesIn these cold nights yeah you make me feel aliveYou is always on my mindBaby let s not waste no time Time Fuck the lights I wanna see your eyesIn these cold nights yeah you make me feel aliveYou is always on my mindBaby let s not waste no time Time Do you like when I rap or when I sing it for you Do you like when my songs reminisce about us Why am I sus You know I love youAll about you everything you doUh just tryna count up my numerals huhYou know you perfect and beautiful huhDo you like it when I m running and running for you like the sun don t exist no more huhYou like Kim impossibleBlossomed myself I m good to goFor you I m positively sureThere s no one like you baby Prr Can you dial me up o clock I ll be waiting lonely Prr Please don t call this bluff I be just tryna ask you baby Prrr I be sitting in my room hot as fuck with no AC Prr All this ice is nice but baby will you notice maybe Your body is angelic uh pendant white gold I m praying huhFor you I ll do anything huhSending love hearts still pending huhDependent on you crazy but you independent babyMaybe we can sort things outMaybe you will play my songs Yeah I like that woo ,Pop
Who on my dick Get off itThis dick ain t free like K Dot saidOh shit I m Warren hello missOh shit want foreign cars and minksY all tryna eat off my bread huh Fuck boy better know get your bread up huhY all pissed cause I m here right nowAw shit your bitch is here right now ayyWho on my dick Don t play oftenPardon yellow only getting startedWeak fuck don t talk to me get to punchingFunction trash lemme get a drink or somethingLiquor liquor in my system huhVision vision I be on some new shit new whips buy two of themOn a cruise ship ooh bitch Fuck the lights I wanna see your eyesIn these cold nights yeah you make me feel aliveYou is always on my mindBaby let s not waste no time Time Fuck the lights I wanna see your eyesIn these cold nights yeah you make me feel aliveYou is always on my mindBaby let s not waste no time Time ,Pop
Won t you run away with me this evening Oh true I could never shake this feelingWon t you love me til we reach the weekend Oh true run away with me we re leaving YeahI just want your love on God gah I just want your love on God uh Cross on my neck got white gold chainsAnd I pray everyday on God aye Baby gon pass me the auxPlay Nas not X and forget about your exLet s run awayBaby til we reach our bestLet s love til we never rest blessed ay On sight that s my vision for the long flight uh Alright let me hit it got a long pip uh Klondike buy you ice cause you all mine uh Baby we can run away to any city like whoaSee the city lights glowYou so pretty like woah You so pretty that hoes wanna talk shit aw shitBaby you flawlessLost in your eyes shot heart now I m falling Don t you wanna fall in love with me again Wanna fall in love wanna fall in love Come through come through Work our problems out don t pretend Instrumental Break AyeRun away run away til my legs break offRun away run away baby no day offRun away I don t wanna feel like thisA new life baby you are too excitingYou wear a dress I wear fresh NikesThe aesthetic on us way too cleanLet s fuck up commas that s the best routine yeahRun away from the hills summer days with the I mma do it for ya Yeah Counting up the bands like yeah Ye See me on the stage like yeah Yeah Rock a chain baby when I m in LARoc A Fella with it Jay cause they Z on me yeahProduct of a game changerBitch I got this rangeFinna show you what this name is in a few months Ayy ayy I just want your love on godI just want your love on god,Pop
Won t you run away with me this evening Oh true I could never shake this feelingWon t you love me til we reach the weekend Oh true run away with me we re leaving YeahI just want your love on God gah I just want your love on God uh Cross on my neck got white gold chainsAnd I pray everyday on God aye Baby gon pass me the auxPlay Nas not X and forget about your exLet s run awayBaby til we reach our bestLet s love til we never rest blessed ay On sight that s my vision for the long flight uh Alright let me hit it got a long pip uh Klondike buy you ice cause you all mine uh Baby we can run away to any city like whoaSee the city lights glowYou so pretty like woah You so pretty that hoes wanna talk shit aw shitBaby you flawlessLost in your eyes shot heart now I m falling Don t you wanna fall in love with me again Wanna fall in love wanna fall in love Come through come through Work our problems out don t pretend Instrumental Break AyeRun away run away til my legs break offRun away run away baby no day offRun away I don t wanna feel like thisA new life baby you are too excitingYou wear a dress I wear fresh NikesThe aesthetic on us way too cleanLet s fuck up commas that s the best routine yeahRun away from the hills summer days with the I mma do it for ya Yeah Counting up the bands like yeah Ye See me on the stage like yeah Yeah Rock a chain baby when I m in LARoc A Fella with it Jay cause they Z on me yeahProduct of a game changerBitch I got this rangeFinna show you what this name is in a few months Ayy ayy I just want your love on godI just want your love on god,Pop
