,artist,formatted_lyrics
4613,9,"All night we go on and on, but do I have to let you go?You a complication, babe"
4614,9,"But you'll never lose me, and I'm sure"
4615,9,Look how you got me
4616,9,"Feel a type of way, feel a type of way, yeah(I know I'm tryna say it, now I ask myself)"
4617,9,"If you are coming through, will you stay?I don't mind to wait tonight(That's exactly how I told you, I'ma let it show)"
4618,9,"I've been thinking""What did I do? What did I say?""I know it's already enough"
4619,9,What do I do without your love?Will you show me how? (How)
4620,9,"Too bad, our timing"
4621,9,Was it love? Got me blinded
4622,9,You complicated it and made it too much
4623,9,But you'll never (You'll never)
4624,9,But you'll never (You'll never)
4625,9,But you'll never lose me
4626,9,If I take a dive
4627,9,I might find the light
4628,9,If I don't look down how
4629,9,That's why I'm so ready now
4630,9,"Deep down, somewhere deep, deep down"
4631,9,I move faster underwater with the pressure
4632,9,"Deep down, somewhere deep, deep down"
4633,9,I move faster underwater with the pressure
4634,9,Feel my heart
4635,9,It's racing my desire
4636,9,I'm living freezin' cold
4637,9,My diamonds waste no time no gimmicks 
4638,9,Na-na-na-na-nada
4639,9,Na-na-na-na-nada
4640,9,Na-na-na
4641,9,"My pocket hefty, actin' like it's nada"
4642,9,"Fresh off that yacht, move steady in designer"
4643,9,"This Henny agua, he gon' do me proper"
4644,9,I got 'em all like it's nada
4645,9,Way up high like NASA 
4646,9,I got 'em all like it's nada
4647,9,Way up high like NASA 
4648,9,"Pathetic, a bird ain't gonna fly in a cage"
4649,9,"Too flashy a Wraith, I don't feel no way"
4650,9,"Flexin' all day, 'Cause I got nada, they all fade"
4651,9,"My pocket hefty, actin' like it's nada"
4652,9,"Fresh off that yacht, move steady in designer"
4653,9,"This Henny agua, he gon' do me proper"
4654,9,I got 'em all like it's nada
4655,9,Way up high like NASA 
4656,9,I got 'em all like it's nada
4657,9,Way up high like NASA 
4658,9,"Oh yeah, but you already know what I'm about to say()"
4659,9,"Oh yeah, thought I would but I ain't here to play( )"
4660,9,Said I could
4661,9,Let you in but I hate it when you see through me( )
4662,9,Got you good
4663,9,That night when I was acting unruly()
4664,9,Hold me close
4665,9,Do me do me you don't have to do me properly( )
4666,9,Let me know ()
4667,9,Yeah you got me riding riding riding riding like crazy( )
4668,9,Going like a Mercedes Got me riding like crazy( )
4669,9,"Oh yeah, I gotta know you there ain't no other way( )"
4670,9,How you feel()
4671,9,Make it real ()
4672,9,Yeah you got me riding riding riding riding like crazy( )
4673,9,Going like a Mercedes got me riding like crazy( )
4674,9,Tell me what you want
4675,9,I'll give you all I have
4676,9,Now and forever
4677,9,You make me insane
4678,9,I'll take all the pain and the madness
4679,9,"Whatever goes down, down, down"
4680,9,Love you forever
4681,9,I'll always be around
4682,9,Take my love and run
4683,9,I'll still be strong
4684,9,Take my love and run
4685,9,I'll still be strong
4686,9,"Take my lo-lo-lo-lo-lo, lo-lo-lo-lo-lo"
4687,9,Take my lo-lo-lo-lo-lo
4688,9,I'll still be strong
4689,9,"Take my lo-lo-lo-lo-lo, lo-lo-lo-lo-lo"
4690,9,Take my lo-lo-lo-lo-lo
4691,9,I'll still be strong
4692,9,I'll be whatever you need me to be
4693,9,I'll sing whatever you want me to sing
4694,9,Dazzling mystery
4695,9,"I just want to be, want to be loved"
4696,9,"Guess we're bound to be, bound to be lost"
4697,9,I could wait another night
4698,9,Just to take another bite on you
4699,9,You are not there at the end
4700,9,"So I'm going to sleep, don't come ever"
4701,9,"I just want to be, want to be loved"
4702,9,"Guess we're bound to be, bound to be lost"
4703,9,I could wait another night
4704,9,Just to take another bite on you
4705,9,You are not there at the end
4706,9,"So I'm going to sleep, don't come ever"
4707,9,Then wear the gold hat
4708,9,Like it would move me
4709,9,If you can bounce high
4710,9,"Bounce for me in one, two, three"
4711,9,Summer roses in full bloom
4712,9,I won't wait any longer
4713,9,"For a day, day, day"
4714,9,The girl really worth having won't wait for anybody
4715,9,The girl really worth having won't wait for anybody
4716,10,Open the curtains
4717,10,Lights on
4718,10,Don't miss a moment of this experiment
4719,10,"Oh, the book is strange"
4720,10,Like clockworkorange
4721,10,Keepyour eyes butteredtill the end
4722,10,"Which ""you"" are yougoing to be?Hmm, inside the mirror do you see (Ha)"
4723,10,Someoneelseinthat body?
4724,10,"Dance forme, one andtwo and three and turn around"
4725,10,Sit like a doggy till I finish my read
4726,10,"Cut it off, cut down your loss"
4727,10,All that stubborn loyalty is gonna get you killed
4728,10,In a world built on convenient theories
4729,10,For the puppets on TVThere is comfort in the strings
4730,10,If you're gonna control me
4731,10,At least make it interesting theatrically
4732,10,"How does it feel to be free?Hmm, ""why don't you try it yourself?"" (Ha)"
4733,10,The gate opened on me
4734,10,"So I leaped down, down, and down I go"
4735,10,I tell myself I'm a tough girl
4736,10,"Down, down, and down I go"
4737,10,"I could never, ever, ever touch the soil"
4738,10,"My heart goes right, my head goes left"
4739,10,"And end up on your bed, huh"
4740,10,The magical potion of reanimation
4741,10,Bittersweet cranberry flavored euphoria
4742,10,"Rise from bed, my darling"
4743,10,"So I can see you again, so I can kill you again"
4744,10,My brains accelerate
4745,10,Reassemble you again(And I'll reassemble you again)
4746,10,The witches can't be loved
4747,10,"So bravely, I fought"
4748,10,They fell and failed
4749,10,My lady doesn't wilt
4750,10,"La-ta, lu-li-la, lu-lu-la, lu-li-la"
4751,10,"Ta-la-ta, lu-li-la, lu-lu-la, lu-la-li-la"
4752,10,"La-ta, lu-li-la, lu-lu-la, lu-li-la"
4753,10,"Ta-la-ta, lu-li-la, lu-lu-la, lu-la-li-la"
4754,10,Poisoned sandwich tea party starts now
4755,10,"Eat up, if you're lucky you won't rot"
4756,10,"Eat up, it's your turn"
4757,10,Eat till you drop
4758,10,"Eat up, maybe this time you'll be caught"
4759,10,"Eat up, fill your stomach till it pops"
4760,10,"Eat up, eat it all, just eat it all'Cause there's no poison after all"
4761,10,I've cleared mountains and dungeons
4762,10,"Iron maiden, my lady has spoken""Gaahad, you shall never collapse""So I charged up my lasers"
4763,10,"Ta-li-la, lu-li-la"
4764,10,That makes your bones stronger than steel
4765,10,"Tu-li-la, ta-li-la"
4766,10,That backs up your thoughts to the cloud
4767,10,"Truth or false, it's the logic that dictates it all"
4768,10,"Rising edge ticks the clock, stimulates your flip flop"
4769,10,"Generate, oscillate, let your blood fill the gates"
4770,10,"Multiplex, process, registration"
4771,10,"Wipe off your pus, grind down your vitamins"
4772,10,The end justifies the means
4773,10,"Open the book, turn to page six seventeen"
4774,10,Scientific witchery
4775,10,"E-ah, ah"
4776,10,I peeked through the gate
4777,10,Found your hiding place
4778,10,"Feather pens scribble down your commands""Scientific Evocation"""
4779,10,Decomposing wolf fangs
4780,10,Powdery moonlight
4781,10,Half a human
4782,10,"Bite off your nail, paint a magic circle"
4783,10,Chanting the magic spell
4784,10,Summon me now
4785,10,"Take my paws, take my paws"
4786,10,Show me wonders of your world
4787,10,"The autumn leaves, the summer breeze"
4788,10,Your shiny hair like mahogany
4789,10,"Teach me, oh teach me"
4790,10,The language that you sing
4791,10,Lyrr viva tou conquieta
4792,10,Aeterrno amora
4793,10,Crumbling gate
4794,10,Take me back to empty space
4795,10,Reached out to your gentle hands
4796,10,Doors closed
4797,10,Clipped my arm right off
4798,10,"Still, you would never give up"
4799,10,Scanning nether for my whereabouts
4800,10,Howl
4801,10,"Gaun teich, khu da mezur da mezur na bieh"
4802,10,Wan khu da mezur na fofen mau
4803,10,Summon me now
4804,10,Years gone by
4805,10,No moments wasted
4806,10,Day and night
4807,10,No memories faded
4808,10,Six hundred and seventeen pages
4809,10,Now've became the basis of all creations
4810,10,"Hop hop, you came along my secret labotory"
4811,10,"Spiky, spiky bloody fangs hungry for my qi"
4812,10,"Hold up, mister"
4813,10,"Right there, mister"
4814,10,"Sit down, mister"
4815,10,"How about some retort, pouch of curry?Pouch of chili, pouch of M.R.EBut you're rather picky"
4816,10,"Well, I'll make you something else"
4817,10,Don't need to show me how
4818,10,"Since I'm the mad scientist, proclaimed by myself"
4819,10,Canto or Sichuan
4820,10,Jiangsu or Hunan
4821,10,No matter which one you pick I'll get it done
4822,10,Zhajiangmian and xiaolongbao
4823,10,Wonton and chashao
4824,10,Delivery or takeout won't beat my retort pouch
4825,10,"You're loving my retort, I'm loving your retort"
4826,10,"You're my only retort, you're my only retort"
4827,10,"Crack, crack, you stretch your arms out asking for a hug"
4828,10,Hidden under your talisman is your practised smile
4829,10,"Come here, mister"
4830,10,"Help me, mister"
4831,10,"Right here, mister"
4832,10,You took up my spoon
4833,10,"Stirring curry, stirring chili"
4834,10,That's when I've realized we've became family
4835,10,Rise and fall
4836,10,Silver moon tide erased my foot prints
4837,10,Then I picked up broken scales
4838,10,Stuck them to my tail
4839,10,"Ah, if love truly makes you blind (Ah)"
4840,10,Then I guess
4841,10,There is no need (There is no need to see)
4842,10,I'll trade my eyes so you can see for me
4843,10,"Lu-la-la, lu-la-li-la"
4844,10,"Stay with me, you will never be sad"
4845,10,"I, I will embrace"
4846,10,"Embrace your bubbles, your fluids, and keep you warm"
4847,10,Then I will squeeze out
4848,10,"Squeeze out your germs, your spore, your viruses"
4849,10,"I, I will embrace"
4850,10,"Embrace your membranes, your bones, and keep you cool"
4851,10,Then I will squeeze out
4852,10,"Squeeze out your evil, your grim, and your woe"
4853,10,Transform myself once and for all
4854,10,"Sink into the tub (Ah, ah)"
4855,10,"Reborn, reform"
4856,10,Twist my legs to one and mind to none
4857,10,"Tell me, tell me what do you see?In the mirror that's covered in chalky steam"
4858,10,"Touch me, touch me, kiss me to sleep"
4859,10,Cut me open and give me gills so I can breathe
4860,10,With tweezers and nippers
4861,10,Trim off my fins and forever I'll be yours
4862,10,"I won't fight or make you cry(La-la, la-la, la-la-la)"
4863,10,"Whatever you need, whenever you need"
4864,10,I'll be by your side
4865,10,And then I gave you my eyes
4866,10,To see all the colours
4867,10,And then I gave you my ears
4868,10,To hear all the sirens
4869,10,And then I gave you my heart
4870,10,To fill in the emptiness in your chest
4871,10,And then I gave you my brain
4872,10,So that you can learn to love (Ah)
4873,10,"(La-la-la, la-la-la, la-la-la-la)"
4874,10,"(This heart beating, la-la-la, la-la-la-la)"
4875,10,"(Look for her books, now christen the art)"
4876,10,"Hey doctor, take my temperature"
4877,10,Think I've got a fever
4878,10,Why doctor you make me feel worse
4879,10,Your touch raises my pressure
4880,10,"Blooms, it blooms, the seed that you left inside"
4881,10,"It blooms, no need for air or sunlight"
4882,10,"It blooms, with my blood it stays alive"
4883,10,My soil is spread
4884,10,Before your eyes
4885,10,Look at me
4886,10,Don't you see
4887,10,Your dahlia has flowered
4888,10,"Blooms, it blooms"
4889,10,"The secret garden serenades, germinates"
4890,10,Florets turn bright red
4891,10,"Lu-li-la, li-la, lu-li-la"
4892,10,Smile at me smile at me endlessly
4893,10,Separate me in half
4894,10,"So the doctor can stitch me back up, up inside"
4895,10,Separate me in half
4896,10,Prosper my dear dahlia
4897,10,"It blooms, it blooms, the dahlia blooms"
4898,10,"It blooms, it blooms, the dahlia withers and droops"
4899,10,"Then blooms, and blooms, forever it blooms"
4900,10,"And dies, and blooms, silently it blooms"
4901,10,Isn't it funny
4902,10,We worship a moon that stole its light from the sun
4903,10,"Hear that?Believers, they speak"
4904,10,"Oink, oink"
4905,10,Like how I was so naive
4906,10,"When will it be my turn, my turn"
4907,10,I'm not just some tragic victim
4908,10,"But when will I learn, will I learn"
4909,10,How many bridges do I have to burn
4910,10,Isn't it pretty
4911,10,"All my life, all my poetry leaving me"
4912,10,And the angels sing surrounding me put me to sleep
4913,10,Then it dawned on me that all I wanted
4914,10,Was an approval that you're never willing to give
4915,10,Hate to admit I've done it all for you
4916,10,"I am a wolf, I'm a crow, I'm a bat a butterfly in disguise"
4917,10,"I'm in the air, in the sea, in the moment, I'm in you"
4918,10,In me
4919,10,"When will it be my turn, my turn"
4920,10,I'm not just some tragic victim
4921,10,"But when will I learn, will I learn"
4922,10,"It's just me in this world, I'm alone, I'm complete"
4923,10,"Still waiting for my turn, my turn"
4924,10,Even though I'm outnumbered
4925,10,"Now, you have me torn, you have me torn"
4926,10,Can't remember who I was before
4927,10,If you think we take too much
4928,10,Then you can sacrifice yourself
4929,10,"Don't push your values, push your values"
4930,10,Onto the crowd
4931,10,The world runs on its kings
4932,10,Its slaves
4933,10,Leaving some with no choice
4934,10,"The hypocrites, they justify"
4935,10,Their very sense of justice
4936,10,I tell myself
4937,10,I'm not like everyone else
4938,10,Believing without doubt
4939,10,Mix it in
4940,10,My vitamins
4941,10,"Oh, mix it in"
4942,10,Ah
4943,10,If you think we eat too much
4944,10,Then you can sacrifice yourself
4945,10,"Don't mix your garbage, mix your garbage"
4946,10,Into my cup
4947,10,So many resources keep me alive
4948,10,Yet I don't even step outside
4949,10,So many sacrifices keep me alive
4950,10,Yet I don't even bother to survive
4951,10,Once and for all
4952,10,Blend up my thoughts
4953,10,"Into slush, into slush"
4954,10,Once and for all
4955,10,Return my cells
4956,10,"Into slush, into slush"
4957,10,(Flight? Flight?)
4958,10,Step through the gate into utopia
4959,10,Sink into a world of melodia
4960,10,"Black lace euphoberia hurries away(La-la-la-la, la-la-la-la)"
4961,10,"Tiny legs leaves behind a track of cardioid(La-la-la, la-la-la, la-la-la-la)"
4962,10,Twisted creation
4963,10,Phosphorescent apparition
4964,10,Heart disorientation
4965,10,Bemusement
4966,10,Merry go 'round and around
4967,10,Misery go 'round and around
4968,10,Quandary go 'round and around
4969,10,Merry go 'round and around
4970,10,Tick-tock
4971,10,Time doesn't stop
4972,10,Prepare your doubts
4973,10,Eat them up
4974,10,Quaff down
4975,10,The pus of thoughts
4976,10,Red sand flows out
4977,10,Sweet mouth
4978,10,The sky is painted in lunacia
4979,10,Florets slashed open the vein of tears
4980,10,Misfortuna
4981,10,"There is no escape, my dear"
4982,10,Ha
4983,10,The world undergoes photosynthesia
4984,10,Transform endless anger to ecstasia
4985,10,Connect your nerves
4986,10,To the system of philosophiofantasia
4987,10,Remember to put on silencer
4988,10,Exactly like our mother's words
4989,10,We forget about spilled wine
4990,10,But the stain will not be gone
4991,10,Though the violence is familiar
4992,10,And the touch of their fingers bitter and sweet
4993,10,The flavours are not yours to seize
4994,10,"Don't ever give in, please"
4995,10,Camelia
4996,10,I was the one to venture
4997,10,Settling only for more
4998,10,I've poured out my everything
4999,10,My everything inside
5000,10,With grown-up eyes
5001,10,You'll see
5002,10,"Some men are pigs, some girls are the same"
5003,10,Why would their lies stop tonight
5004,10,Remember to put on silencer
5005,10,Exactly like our mother's words
5006,10,We forget about spilled wine
5007,10,But the stain will not be gone
5008,10,Though the violence is familiar
5009,10,And the touch of their fingers bitter and sweet
5010,10,The flavours are not yours to seize
5011,10,Stay lively and free
5012,10,Nobody is born a fighter
5013,10,There isn't enough space for all of us
5014,10,You don't have to act so tough
5015,10,But your focus shall never budge
5016,10,Everyone is really similar
5017,10,"Strip them down to the core, the flesh and skin"
5018,10,See how their love is thin
5019,10,Don't you ever give in
5020,10,Camelia
5021,10,You've found a piece of me
5022,10,Hidden behind the monitor beyond
5023,10,Saw the worth in me I could never see
5024,10,Polished my body
5025,10,Let all my bitterness melt into candy
5026,10,Poured me through your heat
5027,10,Mold me to the shape I dream to be
5028,10,Come here darling
5029,10,Why don't you tell me what it is on your mind
5030,10,Worry not darling
5031,10,Point me to the sun
5032,10,Solar power makes my circuit run
5033,10,Mirror mirror
5034,10,Just call my name
5035,10,You are my queen
5036,10,Commanding reflections of me
5037,10,Clearer clearer
5038,10,Convex concave
5039,10,Zoom in or out
5040,10,Its always a mystery
5041,10,Mirror mirror
5042,10,Focus my light
5043,10,May the rest of your life be
5044,10,Forever sunny
5045,10,Fear fear
5046,10,No more
5047,10,The light will be by your side
5048,10,Loving you silently
5049,10,You ready?
5050,10,"Calla lily, carnation, daisy"
5051,10,Silently chase away your worries
5052,10,"Chrysanthemum, kalanchoe"
5053,10,Become your shield whenever you fall asleep
5054,10,I cried out
5055,10,"Please don't leave me behind, leave me behind"
5056,10,So you held me tight
5057,10,And said I will be just fine
5058,10,"I will be just fine, I will be just fine"
5059,10,Petals dance for our valediction
5060,10,And synchronize to your frozen pulsation
5061,10,Take me to where your soul may live in peace
5062,10,Final destination
5063,10,Touch of your skin sympathetically brushed against
5064,10,The shoulders you used to embrace
5065,10,Sparkling ashes drift along your flames
5066,10,And softly merge into the sky
5067,10,Lisianthus aroma drags me out of where I was
5068,10,"Cream rose, stargazer, iris"
5069,10,Construct the map that helps me trace your steps
5070,10,Zips my mouth
5071,10,"I just keep climbing up, keep climbing up"
5072,10,Justify our vows I know you are right above
5073,10,"You are right above, you are right above"
5074,10,Look now
5075,10,"I'm on the top of your world, top of your world"
5076,10,"My darling, here I come, I yell"
5077,10,And take a leap to Hell
5078,10,Swirling wind sings for our reunion
5079,10,And nine point eight is my acceleration
5080,10,Take me to where our souls may live in peace
5081,10,Our brand new commencement
5082,10,Touch of your lips compassionately pressed against
5083,10,The skull that you used to cherish
5084,10,Delicate flesh decomposes off my rotten bones
5085,10,And softly merge into the sky
5086,10,Felixe huoven (Ah)
5087,10,Neen tur agarica
5088,10,Tallus tallus ne (Tallus tallus ah)
5089,10,Cibum hex a tallus (La-la-la-la-la)
5090,10,Cibum agarica
5091,10,Feathers
5092,10,Stabbed by my own words
5093,10,I can fly no more
5094,10,All the mushrooms looked at me
5095,10,Looked at me
5096,10,All the mushrooms surround me
5097,10,Surround me
5098,10,All the mushrooms looked at me
5099,10,Looked at me
5100,10,All the mushrooms surround me
5101,10,Surround me
5102,10,I've walked across the witch's scalp
5103,10,Pulled out her follicles
5104,10,I'm a raging bird
5105,10,Pecked off layers of their stems
5106,10,Won't let them see my tears
5107,10,Won't let them taste my fear (Ah)
5108,10,Automated decapitation
5109,10,Won't let them see my tears
5110,10,Won't let them taste my fear
5111,10,"Lu-la, li-la, du-la-li-la"
5112,10,"Da-li-la, lu-li-la"
5113,10,And I thought that this is the triumph
5114,10,That I needed to move on
5115,10,Ive blamed everything on you
5116,10,It's easy to just pretend
5117,10,You gently peeled open the wings covering my humiliated face
5118,10,I was so ashamed
5119,3,Yeah
5120,3,"It's a simple question, do you got it or not?I been talkin' to God 'bout the garages for the crib that I still haven't bought"
5121,3,"Boat rockin', my thoughts goin' too fast"
5122,3,"I'm not rational, I need the ' on the rocks, wait, uh"
5123,3,"I'm the ambassador, meanin' I gas up the land I came from"
5124,3,Make it rain and the money lookin' like ransoms
5125,3,And my brain always steady demandin' answers
5126,3,I've been feeling like I'm fightin' with my thoughts
5127,3,And the motherfucker benchin' a lot
5128,3,"Punchin' the bag while he listenin' to ""The Box""Uh-uh, I'm 'bout to get my shit rocked"
5129,3,"Uh-uh, I need to call up my pops"
5130,3,"I'm killin' the pain, I'm feelin' the change"
5131,3,I'm a villain to ones that wanna shit on my name
5132,3,You better think twice about the moves that you make
5133,3,"When your heart is closed, man, the truth is erased"
5134,3,"Ayy, don't disturb, I'm in the booth, ayy"
5135,3,"My neck shiny like my tooth, ayy"
5136,3,"Your bitch tryna reproduce, ayy"
5137,3,"DMs open, I'ma shoot, uh"
5138,3,"Don't disturb, I'm in the booth, ayy"
5139,3,"My neck shiny like my tooth, ayy"
5140,3,"Your bitch tryna reproduce, ayy"
5141,3,"DMs open, I'ma"
5142,3,"I got options, lil' bitch, you do not know where I been"
5143,3,"France, AM, I'm a fan of mnages"
5144,3,"Landed up in Japan, fill my body with toxins"
5145,3,More of the reason to leave my inhibitions
5146,3,I'm breathin' in tobacco smoke
5147,3,I eat the roach and then I do my deepest stroke
5148,3,I'm 'bout to run a mile on these bitches
5149,3,I'm chiropractin' to crack smiles on these bitches
5150,3,"I'm twenty-one, tryna make nine, ten milly"
5151,3,"I'm twenty-nine, crib 'bout size of the Pentagon"
5152,3,Just got the shoes as red as filet mignon
5153,3,"Coochie got magic, I thought she was Hermion"
5154,3,"Uh, I meant Hermione, uh"
5155,3,"Switchin' environment, I'm feelin' uninspired"
5156,3,"What's better, a sip of gin or findin' my soul and clarity?I'm buryin' my sins, the blessing is all my evidence, ayy"
5157,3,I'm a business man without a business plan
5158,3,"Racks on Planet Fitness, abracadabra"
5159,3,"No, Illuminati ain't the mantra, uh"
5160,3,I ain't fuckin' you unless it's tantric
5161,3,"Gotta walk out slowly, I'm usually dramatic"
5162,3,"I'ma raw dog life, I ain't doin' no habits"
5163,3,"I'm a star from the start, they be callin' me Patrick"
5164,3,In a white girl mouth like a giant tarantula
5165,3,"Uh, flyin' out to Sydney, class is on the bee's knees"
5166,3,"All my doctors writing, you could never fuckin' read me"
5167,3,I just had my birthday and I wished that I could be me
5168,3,"You old news, so when I look at you, I'm reminiscing"
5169,3,"Fuck your ego, salty like some miso"
5170,3,"My pockets on Shaquille O'Neal, your pockets on De"
5171,3,Vito
5172,3,"You thought that you were runnin' shit, I turned it to the me show"
5173,3,"An ocean full of drip, but you still lost just like you're Nemo"
5174,3,"I can't stress, I can never stress"
5175,3,"I started caring less and, man, I'm feeling the effects"
5176,3,I made myself too proud too many times to feel regrets
5177,3,"Got the shiny Rollie, bitch, Im taking my time to reflect"
5178,3,"Like, you ain't my commodity, no, it ain't too hard to see"
5179,3,I can't wait for you to say some shit that ain't involvin' me
5180,3,I've been home and makin' money calls right from my balcony
5181,3,"Shit, I don't care what anybody say long as I'm proud of me'Cause I came from my bedroom to the motherfuckin' stage"
5182,3,"Talked to God the other day, I told him, ""Look at what you made""It's a championship, I'm gettin' seven rings in seven days"
5183,3,"Your career just like a emo kid, it's just a fuckin' phase, man"
5184,3,And I can't wait for you to just get over it
5185,3,"I've been the shit for long, you just too late to notice it"
5186,3,"Vlogging cameras, man, you do everything but focusin'My mind on January, but you still on that October shit"
5187,3,"Uh, flyin' out to Sydney, class is on the bee's knees"
5188,3,"All my doctors writing, you could never fuckin' read me"
5189,3,I just had my birthday and I wished that I could be me
5190,3,"You old news, so when I look at you, I'm reminiscing"
5191,3,"Fuck your ego, salty like some miso"
5192,3,"My pockets on Shaquille O'Neal, your pockets on De"
5193,3,Vito
5194,3,"You thought that you were runnin' shit, I turned it to the me show"
5195,3,"An ocean full of drip, but you still lost just like you're Nemo"
5196,3,"Ayy, jealousy, ain't got no time for no jealousy"
5197,3,"I'm showin' love and I ain't tryna hide it, the start of you don't mean the end of me"
5198,3,"I hate when people just barely know me, but they act like they fucking invented me"
5199,3,"Everybody on their scared to grow shit, I'm on my eighth metamorphoses"
5200,3,"Man, my life can not bother me, I did this shit properly"
5201,3,"I didn't let my problems break me, that shit fucking guided me"
5202,3,"Talkin' 'bout you gon' do this and that, man, speak with honesty"
5203,3,"Your life is like a movie, but the trailer's way too long to see (Ayy)"
5204,3,"I don't write lyrics, I be writin' scriptures"
5205,3,"My mouth is impulsive, when I talk, I never think first"
5206,3,"I listen to Lil Wayne, his music is my English teacher"
5207,3,"I show my love to legends, that's why I like my own pictures"
5208,3,"Now I'm up, now Im up"
5209,3,"You're too far away (Ooh, ooh, ooh, ooh)"
5210,3,It's a D-O-ANow Im up and you're stuck
5211,3,"And I know you hate it (Ooh, ooh, ooh, ooh)"
5212,3,It's a D-O-A
5213,3,"I guess I'm just too busy livin', revvin' up my engine"
5214,3,"Hope it don't offend you, eh, eh"
5215,3,"I bet you'll never catch me sleepin, whats the use of dreamin'?They already came true, eh, eh"
5216,3,"Clear water in Laguna, ooh, oh"
5217,3,Im reflectin' and I wish you'd do the same
5218,3,Sorry that I didn't pick up
5219,3,"I was livin, yeah, my routine hasn't changed"
5220,3,"I'm in the , don't take no breaks"
5221,3,"Pushin' the Type R down the PCHI'm in my shelter, I don't feel afraid"
5222,3,We could live forever
5223,3,"Now I'm up, now I'm up"
5224,3,"You're too far away (Ooh, ooh, ooh, ooh)"
5225,3,It's a D-O-ANow I'm up and you're stuck
5226,3,"And I know you hate it (Ooh, ooh, ooh, ooh)"
5227,3,It's a D-O-A
5228,3,"All these different drinks, man, it's safe to say that I'm faded"
5229,3,My brain is workin' but my body's still on vacation
5230,3,Nights like this could make the brightest days overrated
5231,3,Never liked the sunlight anyway
5232,3,I got love up in my pocket and I don't know what to do withit
5233,3,Igot love upin my rocket and I don'tknow what to do with it
5234,3,I got you up in my dreams but I'm all stuck in a reality
5235,3,"That you never really felt the same, it's more like you were using me"
5236,3,I get chills when you leave my body(I get chills when you leave my body)
5237,3,I get chills when you're not inside me(I get chills when you're not inside me)
5238,3,(Chills and chills and chills)
5239,3,"I got love up in my pocket and I don't know what to do with it(Do with it, mm, do with it)"
5240,3,"I got love up in my rocket and I don't know what to do with it(Do with it, mm, do with it)"
5241,3,And I'm high as hell in a wishing well
5242,3,Of your eyes when you would look at me
5243,3,There's no way to say how much time it takes
5244,3,"To move on, forget, and keep it movin'"
5245,3,"Lost my mind and I don't know just where it went, it's still a mystery (Mystery, mystery)"
5246,3,"Took a trip and saw the sun, I swore I thought that shit was Mercury (Mercury, mercury)"
5247,3,Don't think you understand all the things that you make me see
5248,3,"Make me move when I'm down, because you're movin' inside me"
5249,3,I get chills when you leave my body(I get chills when you leave my body)
5250,3,I get chills when you're not inside me(I got chills when you're not inside me)
5251,3,(Chills and chills and chills)
5252,3,Only takin' me a second to see if I'm gonna vibe with her
5253,3,"She say ""When you gonna finish?"" I said, ""In like five minutes""She's an independent type, she never need a guy with her"
5254,3,"Never mindin' my business, she my ride or die with it"
5255,3,"Sippin' on the Goose right now, feelin' sad and aroused"
5256,3,"See you're takin' off your mask when nobody's around, girl"
5257,3,You ain't gotta do that shit around me
5258,3,I'm a gentleman who spent a lot of time around freaks
5259,3,All this fake facade has made some possibilities
5260,3,For us to love without no liabilities
5261,3,"I'm proud to say, you came in here and saved me"
5262,3,"Had a scope, but don't know where I'm aiming"
5263,3,Do you see the smile up on my motherfucking face?I don't care what any other motherfuckers say
5264,3,Look around and I don't see a hand or a help
5265,3,"So I'm lookin' in the mirror, sayin', ""Look at what you made me"""
5266,3,Ayy
5267,3,"Uh, always workin' hard, I just got it in my genes (Uh)"
5268,3,"Think so much, Ithinkmy brain isburnin' calories (Uh)"
5269,3,"I'm mostly quiet, but"
5270,3,I'm always wildin' when I drink (Uh)
5271,3,"To you, it's fantasies, but to me, it's just last week (Uh)"
5272,3,I don't never stress none of that shit from yesterday
5273,3,"At nine, I got a date, told her that she could pick the place"
5274,3,"Don't tell me we're the same, little bitch, this is night and day"
5275,3,"I thought we was in Bali, shit feel like holidays"
5276,3,I spent my day with a smile and with my soul intact
5277,3,"But you just spent your day on simpin', hopin' that she gon' call you back, yeah"
5278,3,Stop answerin' all the questions when nobody asked
5279,3,"You geekin' when you winning, and it shows me you ain't used to that, yeah"
5280,3,"My life is startin' to look like a completed bucket list, ayy"
5281,3,You know you in some trouble if your girl know I exist
5282,3,I been winning and I know that's what you hate to see
5283,3,I feel like I'm six foot tall whenever you stand next to me
5284,3,"Yeah, my schedule's packed, I got a pool, I haven't swam in it"
5285,3,"Like yeah, I'm on a date, we watchin' Parasite, she lovin' it"
5286,3,"Like ayy, yeah, ayy, I like to keep my dates affordable"
5287,3,"Like ayy, yeah, ayy, that's why I got on Forbes' article, like ayy"
5288,3,"You like to hate, but you can't walk a mile inside my shoes, ayy"
5289,3,"I'm schoolin' all these rappers, but I never went to school, uh"
5290,3,"You say you rollin' deep, those numbers 'bout to get reduced"
5291,3,"I came from Indonesia, but inside I never moved"
5292,3,"Uh, always workin' hard, I just got it in my genes (Uh)"
5293,3,"Think so much, I think my brain is burnin' calories (Uh)"
5294,3,"I'm mostly quiet, but I'm always wildin' when I drink (Uh)"
5295,3,"To you, it's fantasies, but to me, it's just last week (Uh)"
5296,3,I don't never stress none of that shit from yesterday
5297,3,"At nine, I got a date, told her that she could pick the place"
5298,3,"Don't tell me we're the same, little bitch, this is night and day"
5299,3,"I thought we was in Bali, shit feel like holidays"
